Office of Field Operations - Innovation and Strategy Directorate - Data Analysis and Reporting,,,,,,,,,,,,,,
"OFO Inadmissible Case By Case  April 1, 2025 to April 30, 2025",,,,,,,,,,,,,,
Event Created Datetime,Field Office Name,Citizenship Country Name,Age at Event Creation Time,UAC Indicator (Derived),FMUA Indicator (Derived),Cred Fear Indicator (Derived),Marital Status Name,Gender,Entry Status,Event Reason,Disposition Name,I216 Custody Transfer To (Agency),Custody Date/Time Out (Latest),Event Subject Count
04/14/2025 10:45:12,TAMPA,MEXICO,26,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 10:19:00,1
04/14/2025 10:47:24,TAMPA,CHILE,26,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 10:20:00,1
04/14/2025 10:53:01,TAMPA,INDIA,30,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 09:58:00,1
04/14/2025 11:02:53,MIAMI,INDIA,32,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 10:34:00,1
04/14/2025 11:03:57,BALTIMORE,CHINA,20,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 11:03:57,BALTIMORE,CHINA,21,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 11:03:57,BALTIMORE,CHINA,22,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 11:03:57,BALTIMORE,CHINA,23,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 11:03:57,BALTIMORE,CHINA,24,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 11:03:57,BALTIMORE,CHINA,26,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 11:03:57,BALTIMORE,CHINA,27,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 11:03:57,BALTIMORE,CHINA,28,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 11:03:57,BALTIMORE,CHINA,32,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 11:03:57,BALTIMORE,CHINA,34,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 11:03:57,BALTIMORE,CHINA,35,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 11:03:57,BALTIMORE,CHINA,36,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 11:03:57,BALTIMORE,CHINA,37,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,3
04/14/2025 11:03:57,BALTIMORE,CHINA,38,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,2
04/14/2025 11:03:57,BALTIMORE,CHINA,40,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 11:03:57,BALTIMORE,CHINA,41,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,2
04/14/2025 11:03:57,BALTIMORE,CHINA,42,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 11:03:57,BALTIMORE,CHINA,46,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 11:03:57,BALTIMORE,CHINA,58,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 11:04:38,SEATTLE,COLOMBIA,32,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/14/2025 11:32:00,1
04/14/2025 11:05:13,LAREDO,MEXICO,10,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF NTA,RETURN TO FOREIGN,04/14/2025 11:41:00,1
04/14/2025 11:05:49,BALTIMORE,PHILIPPINES,27,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 11:05:49,BALTIMORE,PHILIPPINES,33,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 11:05:49,BALTIMORE,PHILIPPINES,49,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 11:05:54,EL PASO,MEXICO,43,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/14/2025 14:11:00,1
04/14/2025 11:11:24,LAREDO,MEXICO,42,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/14/2025 12:41:00,1
04/14/2025 11:13:51,MIAMI,ARGENTINA,29,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/16/2025 13:54:00,1
04/14/2025 11:15:32,BUFFALO,JAPAN,31,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/14/2025 11:21:00,1
04/14/2025 11:34:37,MIAMI,INDIA,26,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 11:15:00,1
04/14/2025 11:34:38,MIAMI,INDONESIA,23,,NO,NO,,F - FEMALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 11:18:00,1
04/14/2025 11:34:38,MIAMI,INDONESIA,23,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 11:19:00,1
04/14/2025 11:34:39,MIAMI,INDONESIA,34,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 11:17:00,1
04/14/2025 11:34:40,MIAMI,INDIA,22,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 11:16:00,1
04/14/2025 11:34:40,MIAMI,INDIA,34,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 11:21:00,1
04/14/2025 11:34:41,MIAMI,JAMAICA,27,,NO,NO,,F - FEMALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 11:23:00,1
04/14/2025 11:34:42,MIAMI,INDIA,26,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 11:20:00,1
04/14/2025 11:34:43,MIAMI,INDONESIA,24,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 11:22:00,1
04/14/2025 11:34:43,MIAMI,SOUTH AFRICA,29,,NO,NO,,F - FEMALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 11:23:00,1
04/14/2025 11:37:38,SAN DIEGO,MEXICO,17,YES,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF NTA,RETURN TO FOREIGN,04/14/2025 16:00:00,1
04/14/2025 11:41:43,BUFFALO,DOMINICAN REPUBLIC,51,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/14/2025 12:25:00,1
04/14/2025 11:41:44,BUFFALO,SPAIN,28,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/14/2025 12:26:00,1
04/14/2025 11:41:45,BUFFALO,DOMINICAN REPUBLIC,20,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/14/2025 12:32:00,1
04/14/2025 11:41:45,BUFFALO,DOMINICAN REPUBLIC,40,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/14/2025 12:26:00,1
04/14/2025 11:41:46,BUFFALO,DOMINICAN REPUBLIC,35,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/14/2025 12:31:00,1
04/14/2025 11:44:10,TAMPA,COSTA RICA,28,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/14/2025 17:57:00,1
04/14/2025 11:47:50,BUFFALO,CANADA,56,,NO,NO,MARRIED,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE CRIMINAL ALIEN,WD IN LIEU OF NTA,RETURN TO FOREIGN,04/14/2025 12:37:00,1
04/14/2025 11:48:18,MIAMI,ARGENTINA,32,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,IMMIGRATION ADVERSE ACTION,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/16/2025 13:52:00,1
04/14/2025 11:50:43,BUFFALO,INDIA,47,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,PAROLED-(DA)-ADVANCE PAROLE,,04/14/2025 12:14:00,1
04/14/2025 11:52:34,MIAMI,INDIA,27,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 10:46:00,1
04/14/2025 11:52:35,MIAMI,INDONESIA,36,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 10:43:00,1
04/14/2025 11:52:36,MIAMI,INDIA,23,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 10:45:00,1
04/14/2025 11:52:37,MIAMI,INDONESIA,32,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 10:44:00,1
04/14/2025 11:52:38,MIAMI,INDONESIA,36,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 10:46:00,1
04/14/2025 11:52:39,MIAMI,INDONESIA,24,,NO,NO,,F - FEMALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 10:45:00,1
04/14/2025 11:52:40,MIAMI,INDONESIA,22,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 10:44:00,1
04/14/2025 11:52:41,MIAMI,INDIA,50,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 10:43:00,1
04/14/2025 11:59:45,HOUSTON,CANADA,22,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/14/2025 20:52:00,1
04/14/2025 12:00:11,SEATTLE,INDIA,24,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/14/2025 12:23:00,1
04/14/2025 12:00:17,HOUSTON,INDIA,19,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 12:00:17,HOUSTON,INDIA,23,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 12:00:17,HOUSTON,INDIA,26,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,3
04/14/2025 12:00:17,HOUSTON,INDIA,27,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,2
04/14/2025 12:00:17,HOUSTON,INDIA,28,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 12:00:17,HOUSTON,INDIA,37,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,2
04/14/2025 12:00:17,HOUSTON,INDIA,47,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 12:00:17,HOUSTON,INDIA,48,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 12:01:12,PRECLEARANCE,CANADA,40,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WITHDRAWAL (WD),,,1
04/14/2025 12:05:20,SAN JUAN,CUBA,38,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 12:05:20,SAN JUAN,DOMINICAN REPUBLIC,32,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 12:05:20,SAN JUAN,DOMINICAN REPUBLIC,36,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 12:05:20,SAN JUAN,DOMINICAN REPUBLIC,47,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 12:05:20,SAN JUAN,DOMINICAN REPUBLIC,48,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 12:10:41,SEATTLE,CANADA,74,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE CRIMINAL ALIEN,WD IN LIEU OF NTA,RETURN TO FOREIGN,04/14/2025 13:08:00,1
04/14/2025 12:12:47,TUCSON,MEXICO,76,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,PAROLED-(DT)-PORT OF ENTRY,,04/14/2025 12:30:00,1
04/14/2025 12:16:03,LAREDO,MEXICO,42,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/14/2025 15:42:00,1
04/14/2025 12:16:47,TUCSON,MEXICO,45,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,PAROLED-(DT)-PORT OF ENTRY,,04/14/2025 12:30:00,1
04/14/2025 12:17:26,SAN DIEGO,INDONESIA,44,,NO,NO,SINGLE,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,EXPEDITED REMOVAL (ER),ICE-ERO,04/15/2025 14:24:32,1
04/14/2025 12:21:55,LAREDO,MEXICO,55,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/14/2025 12:50:00,1
04/14/2025 12:24:05,TUCSON,MEXICO,36,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,IMMIGRATION ADVERSE ACTION,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/14/2025 14:32:00,1
04/14/2025 12:33:33,TUCSON,MEXICO,68,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/14/2025 13:53:00,1
04/14/2025 12:33:33,TUCSON,MEXICO,76,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/14/2025 14:04:00,1
04/14/2025 12:33:34,TUCSON,MEXICO,69,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/14/2025 14:02:00,1
04/14/2025 12:38:37,BUFFALO,CANADA,49,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF NTA,RETURN TO FOREIGN,04/14/2025 13:23:00,1
04/14/2025 12:40:31,SAN JUAN,UNITED KINGDOM,43,,NO,NO,DIVORCED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/14/2025 16:35:00,1
04/14/2025 12:43:02,SAN JUAN,FINLAND,32,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 12:43:02,SAN JUAN,FINLAND,65,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 12:45:09,TUCSON,MEXICO,44,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,PAROLED-(DT)-PORT OF ENTRY,,04/14/2025 15:57:00,1
04/14/2025 12:46:21,SEATTLE,MEXICO,25,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/14/2025 13:02:00,1
04/14/2025 12:49:39,PRECLEARANCE,CANADA,27,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WITHDRAWAL (WD),,,1
04/14/2025 12:52:36,BUFFALO,CANADA,57,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE CRIMINAL ALIEN,WD IN LIEU OF NTA,RETURN TO FOREIGN,04/14/2025 14:14:00,1
04/14/2025 12:54:09,MIAMI,PHILIPPINES,44,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 12:25:00,1
04/14/2025 12:54:10,MIAMI,RUSSIA,42,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 12:21:00,1
04/14/2025 12:54:11,MIAMI,PHILIPPINES,33,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/14/2025 12:23:00,1
04/14/2025 12:54:48,EL PASO,MEXICO,52,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,PAROLED-(DA)-ADVANCE PAROLE,,04/14/2025 13:32:00,1
04/14/2025 12:54:55,EL PASO,MEXICO,50,,NO,NO,MARRIED,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,PAROLED-(DA)-ADVANCE PAROLE,,04/14/2025 13:33:00,1
04/14/2025 12:57:23,SAN JUAN,INDIA,24,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 12:57:23,SAN JUAN,PHILIPPINES,30,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 12:57:23,SAN JUAN,PHILIPPINES,32,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 12:57:23,SAN JUAN,PHILIPPINES,33,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 12:57:23,SAN JUAN,PHILIPPINES,36,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 12:57:23,SAN JUAN,RUSSIA,47,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 12:57:23,SAN JUAN,TURKIYE,54,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 12:57:23,SAN JUAN,VIETNAM,34,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/14/2025 12:58:19,SAN DIEGO,MEXICO,36,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/14/2025 14:33:00,1
04/14/2025 12:58:19,SAN DIEGO,MEXICO,41,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/14/2025 14:37:00,1
04/14/2025 12:58:47,BUFFALO,CANADA,47,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/14/2025 14:44:00,1
04/14/2025 13:03:02,DETROIT,GERMANY,29,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,IMMIGRATION ADVERSE ACTION,VISA WAIVER PROGRAM (VWP) - REFUSAL,RETURN TO FOREIGN,04/14/2025 17:27:00,1
04/14/2025 13:04:06,SAN DIEGO,MEXICO,52,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,PAROLED-(DA)-ADVANCE PAROLE,,04/14/2025 13:22:00,1
